"x.1","x.2","x.3","x.4","x.5","x.6","y","slice"
-0.336714959893361,-0.166246183851762,1.12061564920625,-0.773313468784611,1.90029081798459,-0.39457456548411,0.488911607788708,"a"
-0.215840183865469,0.120218533961889,0.399897655469385,3.4805397483604,-0.806877674559845,-2.15355857963227,2.82367617291229,"f"
0.621132286645758,-0.661734311942036,-0.984527658031518,-0.617421973582451,-1.39633664530305,-0.871255740384966,1.77381958699283,"c"
-1.28402651676709,-0.530622573877112,-0.502562183849013,0.520782442512724,-0.974842142596197,-0.0613062586413578,3.70961489570517,"g"
-1.30009244118702,-0.301418704831757,0.987148440008305,0.592540253031,0.435010990112208,-1.80455687550719,2.78103097532964,"f"
-0.376769461656321,-0.602301606953084,2.19148101019732,-0.900346848762864,-0.750476580612569,1.12201031150401,2.31391442842284,"e"
0.103748646404691,-0.318208083636628,-0.165042212091268,1.47428132098897,0.180286558055391,-1.06545073579912,1.39979626992198,"b"
-0.703562272582238,0.308196044193014,-0.686040799948788,1.08513260267832,0.605732143346565,-0.846775617906595,2.04255183658017,"d"
1.49741394047522,0.798650087169236,0.941399409760876,-1.70668743853886,-0.770102061758204,-0.800295931076829,5.43729550340271,"h"
-0.302826877559252,1.75057446697114,-0.164042843048792,-1.16869629978042,2.64719148667375,0.0317568946977511,2.16455125159047,"d"
-1.37683133463726,0.265330264012933,-1.30233941024703,-1.41945333394256,0.711717689882686,-1.28234303336546,4.34409095792326,"h"
0.883170174632431,0.317154640615628,-0.723484003554158,0.645970949354578,-0.160725644805555,-2.32753861148165,2.71878070623885,"f"
0.671420279304275,-0.14873637719794,1.39008874006642,-0.4271327890169,1.61826196068094,0.0925900884389648,3.47881186675792,"g"
1.23002237503278,0.322218954806084,0.681840625912693,1.18982814681632,0.456536637170614,0.889564651756613,3.75717527766715,"g"
1.64546787858301,-0.324209132933409,0.468260280141261,-0.139859142368586,1.70934811567871,0.06104340615686,3.26437963266661,"g"
-0.182926038663912,-0.783359274795593,0.420921089481435,0.189395976466439,-2.39021458081231,-0.363379469237552,1.6603359988998,"c"
-1.37925781493758,-0.0180871198392941,-0.800331264714172,0.0575844051639781,-0.900515684648567,1.09508635474981,2.83024879936039,"f"
1.2506006007554,-0.169198739054674,-0.488457510152898,-0.587246126691026,-0.545749890303982,2.30713241631801,2.89167903454545,"f"
-1.87623677486404,-0.164743004468645,0.53900451581565,-0.241414579726116,0.456843249003383,-0.88109884695693,3.0265827316954,"f"
-0.368787568278473,0.713622416268021,1.43517101650668,0.763800390653247,0.713172721223792,-0.0898416112253401,1.35815952455106,"b"
-2.12929730823288,0.237209035995178,-0.261838719336989,-0.678096733176958,-0.570275383911991,-0.147248930175012,3.72176826724024,"g"
0.337646026995419,-2.32268641943546,-1.4186237206568,0.836994139435736,0.653609001217525,0.37659629894794,6.16294242815846,"h"
-1.57457484751255,0.0790442749946939,-0.513792720100452,0.0419394664405875,-0.511799357354263,0.516994711766301,2.08574686809468,"d"
-0.196319414848903,-0.428806351200973,0.772301224621484,0.979309598592861,-0.132541182055807,2.50302165804712,2.83580984807043,"f"
